ID,Data_Text,Result
2824,แบ่งเลือดโลหิตครับ,บริจาคเลือด
2825,แบ่งเลือดโลหิตค่ะ,บริจาคเลือด
2826,แบ่งเลือดโลหิตคับ,บริจาคเลือด
2827,แบ่งเลือดโลหิตนะจ๊ะ,บริจาคเลือด
2828,แบ่งเลือดโลหิตจ้า,บริจาคเลือด
2829,แบ่งเลือดโลหิตจ๊ะ,บริจาคเลือด
2830,แบ่งเลือดโลหิต,บริจาคเลือด
2831,แบ่งเกล็ดพลาสมาครับ,บริจาคเลือด
2832,แบ่งเกล็ดพลาสมาค่ะ,บริจาคเลือด
2833,แบ่งเกล็ดพลาสมาคับ,บริจาคเลือด
2834,แบ่งเกล็ดพลาสมานะจ๊ะ,บริจาคเลือด
2835,แบ่งเกล็ดพลาสมาจ้า,บริจาคเลือด
2836,แบ่งเกล็ดพลาสมาจ๊ะ,บริจาคเลือด
2837,แบ่งเกล็ดพลาสมา,บริจาคเลือด
2838,แบ่งเลือดพลาสมาครับ,บริจาคเลือด
2839,แบ่งเลือดพลาสมาค่ะ,บริจาคเลือด
2840,แบ่งเลือดพลาสมาคับ,บริจาคเลือด
2841,แบ่งเลือดพลาสมานะจ๊ะ,บริจาคเลือด
2842,แบ่งเลือดพลาสมาจ้า,บริจาคเลือด
2843,แบ่งเลือดพลาสมาจ๊ะ,บริจาคเลือด
2844,แบ่งเลือดพลาสมา,บริจาคเลือด
2845,ให้ทานเลือดครับ,บริจาคเลือด
2846,ให้ทานเลือดค่ะ,บริจาคเลือด
2847,ให้ทานเลือดคับ,บริจาคเลือด
2848,ให้ทานเลือดนะจ๊ะ,บริจาคเลือด
2849,ให้ทานเลือดจ้า,บริจาคเลือด
2850,ให้ทานเลือดจ๊ะ,บริจาคเลือด
2851,ให้ทานเลือด,บริจาคเลือด
2852,ให้ทานโลหิตครับ,บริจาคเลือด
2853,ให้ทานโลหิตค่ะ,บริจาคเลือด
2854,ให้ทานโลหิตคับ,บริจาคเลือด
2855,ให้ทานโลหิตนะจ๊ะ,บริจาคเลือด
2856,ให้ทานโลหิตจ้า,บริจาคเลือด
2857,ให้ทานโลหิตจ๊ะ,บริจาคเลือด
2858,ให้ทานโลหิต,บริจาคเลือด
2859,ให้ทานเม็ดเลือดครับ,บริจาคเลือด
2860,ให้ทานเม็ดเลือดค่ะ,บริจาคเลือด
2861,ให้ทานเม็ดเลือดคับ,บริจาคเลือด
2862,ให้ทานเม็ดเลือดนะจ๊ะ,บริจาคเลือด
2863,ให้ทานเม็ดเลือดจ้า,บริจาคเลือด
2864,ให้ทานเม็ดเลือดจ๊ะ,บริจาคเลือด
2865,ให้ทานเม็ดเลือด,บริจาคเลือด
2866,ให้ทานเม็ดโลหิตครับ,บริจาคเลือด
2867,ให้ทานเม็ดโลหิตค่ะ,บริจาคเลือด
2868,ให้ทานเม็ดโลหิตคับ,บริจาคเลือด
2869,ให้ทานเม็ดโลหิตนะจ๊ะ,บริจาคเลือด
2870,ให้ทานเม็ดโลหิตจ้า,บริจาคเลือด
2871,ให้ทานเม็ดโลหิตจ๊ะ,บริจาคเลือด
2872,ให้ทานเม็ดโลหิต,บริจาคเลือด
2873,ให้ทานเกล็ดเลือดครับ,บริจาคเลือด
2874,ให้ทานเกล็ดเลือดค่ะ,บริจาคเลือด
2875,ให้ทานเกล็ดเลือดคับ,บริจาคเลือด
2876,ให้ทานเกล็ดเลือดนะจ๊ะ,บริจาคเลือด
2877,ให้ทานเกล็ดเลือดจ้า,บริจาคเลือด
2878,ให้ทานเกล็ดเลือดจ๊ะ,บริจาคเลือด
2879,ให้ทานเกล็ดเลือด,บริจาคเลือด
2880,ให้ทานเกล็ดโลหิตครับ,บริจาคเลือด
2881,ให้ทานเกล็ดโลหิตค่ะ,บริจาคเลือด
2882,ให้ทานเกล็ดโลหิตคับ,บริจาคเลือด
2883,ให้ทานเกล็ดโลหิตนะจ๊ะ,บริจาคเลือด
2884,ให้ทานเกล็ดโลหิตจ้า,บริจาคเลือด
2885,ให้ทานเกล็ดโลหิตจ๊ะ,บริจาคเลือด
2886,ให้ทานเกล็ดโลหิต,บริจาคเลือด
2887,ให้ทานเม็ดเลือดแดงครับ,บริจาคเลือด
2888,ให้ทานเม็ดเลือดแดงค่ะ,บริจาคเลือด
2889,ให้ทานเม็ดเลือดแดงคับ,บริจาคเลือด
2890,ให้ทานเม็ดเลือดแดงนะจ๊ะ,บริจาคเลือด
2891,ให้ทานเม็ดเลือดแดงจ้า,บริจาคเลือด
2892,ให้ทานเม็ดเลือดแดงจ๊ะ,บริจาคเลือด
2893,ให้ทานเม็ดเลือดแดง,บริจาคเลือด
2894,ให้ทานเม็ดโลหิตครับ,บริจาคเลือด
2895,ให้ทานเม็ดโลหิตค่ะ,บริจาคเลือด
2896,ให้ทานเม็ดโลหิตคับ,บริจาคเลือด
2897,ให้ทานเม็ดโลหิตนะจ๊ะ,บริจาคเลือด
2898,ให้ทานเม็ดโลหิตจ้า,บริจาคเลือด
2899,ให้ทานเม็ดโลหิตจ๊ะ,บริจาคเลือด
2900,ให้ทานเม็ดโลหิต,บริจาคเลือด
2901,ให้ทานพลาสมาครับ,บริจาคเลือด
2902,ให้ทานพลาสมาค่ะ,บริจาคเลือด
2903,ให้ทานพลาสมาคับ,บริจาคเลือด
2904,ให้ทานพลาสมานะจ๊ะ,บริจาคเลือด
2905,ให้ทานพลาสมาจ้า,บริจาคเลือด
2906,ให้ทานพลาสมาจ๊ะ,บริจาคเลือด
2907,ให้ทานพลาสมา,บริจาคเลือด
2908,ให้ทานน้ำพลาสมาครับ,บริจาคเลือด
2909,ให้ทานน้ำพลาสมาค่ะ,บริจาคเลือด
2910,ให้ทานน้ำพลาสมาคับ,บริจาคเลือด
2911,ให้ทานน้ำพลาสมานะจ๊ะ,บริจาคเลือด
2912,ให้ทานน้ำพลาสมาจ้า,บริจาคเลือด
2913,ให้ทานน้ำพลาสมาจ๊ะ,บริจาคเลือด
2914,ให้ทานน้ำพลาสมา,บริจาคเลือด
2915,ให้ทานน้ำโลหิตครับ,บริจาคเลือด
2916,ให้ทานน้ำโลหิตค่ะ,บริจาคเลือด
2917,ให้ทานน้ำโลหิตคับ,บริจาคเลือด
2918,ให้ทานน้ำโลหิตนะจ๊ะ,บริจาคเลือด
2919,ให้ทานน้ำโลหิตจ้า,บริจาคเลือด
2920,ให้ทานน้ำโลหิตจ๊ะ,บริจาคเลือด
2921,ให้ทานน้ำโลหิต,บริจาคเลือด
2922,ให้ทานน้ำเลือดครับ,บริจาคเลือด
2923,ให้ทานน้ำเลือดค่ะ,บริจาคเลือด
2924,ให้ทานน้ำเลือดคับ,บริจาคเลือด
2925,ให้ทานน้ำเลือดนะจ๊ะ,บริจาคเลือด
2926,ให้ทานน้ำเลือดจ้า,บริจาคเลือด
2927,ให้ทานน้ำเลือดจ๊ะ,บริจาคเลือด
2928,ให้ทานน้ำเลือด,บริจาคเลือด
2929,ให้ทานเลือดแดงครับ,บริจาคเลือด
2930,ให้ทานเลือดแดงค่ะ,บริจาคเลือด
2931,ให้ทานเลือดแดงคับ,บริจาคเลือด
2932,ให้ทานเลือดแดงนะจ๊ะ,บริจาคเลือด
2933,ให้ทานเลือดแดงจ้า,บริจาคเลือด
2934,ให้ทานเลือดแดงจ๊ะ,บริจาคเลือด
2935,ให้ทานเลือดแดง,บริจาคเลือด
2936,ให้ทานเลือดโลหิตครับ,บริจาคเลือด
2937,ให้ทานเลือดโลหิตค่ะ,บริจาคเลือด
2938,ให้ทานเลือดโลหิตคับ,บริจาคเลือด
2939,ให้ทานเลือดโลหิตนะจ๊ะ,บริจาคเลือด
2940,ให้ทานเลือดโลหิตจ้า,บริจาคเลือด
2941,ให้ทานเลือดโลหิตจ๊ะ,บริจาคเลือด
2942,ให้ทานเลือดโลหิต,บริจาคเลือด
2943,ให้ทานเกล็ดพลาสมาครับ,บริจาคเลือด
2944,ให้ทานเกล็ดพลาสมาค่ะ,บริจาคเลือด
2945,ให้ทานเกล็ดพลาสมาคับ,บริจาคเลือด
2946,ให้ทานเกล็ดพลาสมานะจ๊ะ,บริจาคเลือด
2947,ให้ทานเกล็ดพลาสมาจ้า,บริจาคเลือด
2948,ให้ทานเกล็ดพลาสมาจ๊ะ,บริจาคเลือด
2949,ให้ทานเกล็ดพลาสมา,บริจาคเลือด
2950,ให้ทานเลือดพลาสมาครับ,บริจาคเลือด
2951,ให้ทานเลือดพลาสมาค่ะ,บริจาคเลือด
2952,ให้ทานเลือดพลาสมาคับ,บริจาคเลือด
2953,ให้ทานเลือดพลาสมานะจ๊ะ,บริจาคเลือด
2954,ให้ทานเลือดพลาสมาจ้า,บริจาคเลือด
2955,ให้ทานเลือดพลาสมาจ๊ะ,บริจาคเลือด
2956,ให้ทานเลือดพลาสมา,บริจาคเลือด
2957,สละเลือดครับ,บริจาคเลือด
2958,สละเลือดค่ะ,บริจาคเลือด
2959,สละเลือดคับ,บริจาคเลือด
2960,สละเลือดนะจ๊ะ,บริจาคเลือด
2961,สละเลือดจ้า,บริจาคเลือด
2962,สละเลือดจ๊ะ,บริจาคเลือด
2963,สละเลือด,บริจาคเลือด
2964,สละโลหิตครับ,บริจาคเลือด
2965,สละโลหิตค่ะ,บริจาคเลือด
2966,สละโลหิตคับ,บริจาคเลือด
2967,สละโลหิตนะจ๊ะ,บริจาคเลือด
2968,สละโลหิตจ้า,บริจาคเลือด
2969,สละโลหิตจ๊ะ,บริจาคเลือด
2970,สละโลหิต,บริจาคเลือด
2971,สละเม็ดเลือดครับ,บริจาคเลือด
2972,สละเม็ดเลือดค่ะ,บริจาคเลือด
2973,สละเม็ดเลือดคับ,บริจาคเลือด
2974,สละเม็ดเลือดนะจ๊ะ,บริจาคเลือด
2975,สละเม็ดเลือดจ้า,บริจาคเลือด
2976,สละเม็ดเลือดจ๊ะ,บริจาคเลือด
2977,สละเม็ดเลือด,บริจาคเลือด
2978,สละเม็ดโลหิตครับ,บริจาคเลือด
2979,สละเม็ดโลหิตค่ะ,บริจาคเลือด
2980,สละเม็ดโลหิตคับ,บริจาคเลือด
2981,สละเม็ดโลหิตนะจ๊ะ,บริจาคเลือด
2982,สละเม็ดโลหิตจ้า,บริจาคเลือด
2983,สละเม็ดโลหิตจ๊ะ,บริจาคเลือด
2984,สละเม็ดโลหิต,บริจาคเลือด
2985,สละเกล็ดเลือดครับ,บริจาคเลือด
2986,สละเกล็ดเลือดค่ะ,บริจาคเลือด
2987,สละเกล็ดเลือดคับ,บริจาคเลือด
2988,สละเกล็ดเลือดนะจ๊ะ,บริจาคเลือด
2989,สละเกล็ดเลือดจ้า,บริจาคเลือด
2990,สละเกล็ดเลือดจ๊ะ,บริจาคเลือด
2991,สละเกล็ดเลือด,บริจาคเลือด
2992,สละเกล็ดโลหิตครับ,บริจาคเลือด
2993,สละเกล็ดโลหิตค่ะ,บริจาคเลือด
2994,สละเกล็ดโลหิตคับ,บริจาคเลือด
2995,สละเกล็ดโลหิตนะจ๊ะ,บริจาคเลือด
2996,สละเกล็ดโลหิตจ้า,บริจาคเลือด
2997,สละเกล็ดโลหิตจ๊ะ,บริจาคเลือด
2998,สละเกล็ดโลหิต,บริจาคเลือด
2999,สละเม็ดเลือดแดงครับ,บริจาคเลือด
3000,สละเม็ดเลือดแดงค่ะ,บริจาคเลือด
3001,สละเม็ดเลือดแดงคับ,บริจาคเลือด
3002,สละเม็ดเลือดแดงนะจ๊ะ,บริจาคเลือด
3003,สละเม็ดเลือดแดงจ้า,บริจาคเลือด
3004,สละเม็ดเลือดแดงจ๊ะ,บริจาคเลือด
3005,สละเม็ดเลือดแดง,บริจาคเลือด
3006,สละเม็ดโลหิตครับ,บริจาคเลือด
3007,สละเม็ดโลหิตค่ะ,บริจาคเลือด
3008,สละเม็ดโลหิตคับ,บริจาคเลือด
3009,สละเม็ดโลหิตนะจ๊ะ,บริจาคเลือด
3010,สละเม็ดโลหิตจ้า,บริจาคเลือด
3011,สละเม็ดโลหิตจ๊ะ,บริจาคเลือด
3012,สละเม็ดโลหิต,บริจาคเลือด
3013,สละพลาสมาครับ,บริจาคเลือด
3014,สละพลาสมาค่ะ,บริจาคเลือด
3015,สละพลาสมาคับ,บริจาคเลือด
3016,สละพลาสมานะจ๊ะ,บริจาคเลือด
3017,สละพลาสมาจ้า,บริจาคเลือด
3018,สละพลาสมาจ๊ะ,บริจาคเลือด
3019,สละพลาสมา,บริจาคเลือด
3020,สละน้ำพลาสมาครับ,บริจาคเลือด
3021,สละน้ำพลาสมาค่ะ,บริจาคเลือด
3022,สละน้ำพลาสมาคับ,บริจาคเลือด
3023,สละน้ำพลาสมานะจ๊ะ,บริจาคเลือด
3024,สละน้ำพลาสมาจ้า,บริจาคเลือด
3025,สละน้ำพลาสมาจ๊ะ,บริจาคเลือด
3026,สละน้ำพลาสมา,บริจาคเลือด
3027,สละน้ำโลหิตครับ,บริจาคเลือด
3028,สละน้ำโลหิตค่ะ,บริจาคเลือด
3029,สละน้ำโลหิตคับ,บริจาคเลือด
3030,สละน้ำโลหิตนะจ๊ะ,บริจาคเลือด
3031,สละน้ำโลหิตจ้า,บริจาคเลือด
3032,สละน้ำโลหิตจ๊ะ,บริจาคเลือด
3033,สละน้ำโลหิต,บริจาคเลือด
3034,สละน้ำเลือดครับ,บริจาคเลือด
3035,สละน้ำเลือดค่ะ,บริจาคเลือด
3036,สละน้ำเลือดคับ,บริจาคเลือด
3037,สละน้ำเลือดนะจ๊ะ,บริจาคเลือด
3038,สละน้ำเลือดจ้า,บริจาคเลือด
3039,สละน้ำเลือดจ๊ะ,บริจาคเลือด
3040,สละน้ำเลือด,บริจาคเลือด
3041,สละเลือดแดงครับ,บริจาคเลือด
3042,สละเลือดแดงค่ะ,บริจาคเลือด
3043,สละเลือดแดงคับ,บริจาคเลือด
3044,สละเลือดแดงนะจ๊ะ,บริจาคเลือด
3045,สละเลือดแดงจ้า,บริจาคเลือด
3046,สละเลือดแดงจ๊ะ,บริจาคเลือด
3047,สละเลือดแดง,บริจาคเลือด
3048,สละเลือดโลหิตครับ,บริจาคเลือด
3049,สละเลือดโลหิตค่ะ,บริจาคเลือด
3050,สละเลือดโลหิตคับ,บริจาคเลือด
3051,สละเลือดโลหิตนะจ๊ะ,บริจาคเลือด
3052,สละเลือดโลหิตจ้า,บริจาคเลือด
3053,สละเลือดโลหิตจ๊ะ,บริจาคเลือด
3054,สละเลือดโลหิต,บริจาคเลือด
3055,สละเกล็ดพลาสมาครับ,บริจาคเลือด
3056,สละเกล็ดพลาสมาค่ะ,บริจาคเลือด
3057,สละเกล็ดพลาสมาคับ,บริจาคเลือด
3058,สละเกล็ดพลาสมานะจ๊ะ,บริจาคเลือด
3059,สละเกล็ดพลาสมาจ้า,บริจาคเลือด
3060,สละเกล็ดพลาสมาจ๊ะ,บริจาคเลือด
3061,สละเกล็ดพลาสมา,บริจาคเลือด
3062,สละเลือดพลาสมาครับ,บริจาคเลือด
3063,สละเลือดพลาสมาค่ะ,บริจาคเลือด
3064,สละเลือดพลาสมาคับ,บริจาคเลือด
3065,สละเลือดพลาสมานะจ๊ะ,บริจาคเลือด
3066,สละเลือดพลาสมาจ้า,บริจาคเลือด
3067,สละเลือดพลาสมาจ๊ะ,บริจาคเลือด
3068,สละเลือดพลาสมา,บริจาคเลือด
3069,ทำบุญให้เลือดครับ,บริจาคเลือด
3070,ทำบุญให้เลือดค่ะ,บริจาคเลือด
3071,ทำบุญให้เลือดคับ,บริจาคเลือด
3072,ทำบุญให้เลือดนะจ๊ะ,บริจาคเลือด
3073,ทำบุญให้เลือดจ้า,บริจาคเลือด
3074,ทำบุญให้เลือดจ๊ะ,บริจาคเลือด
3075,ทำบุญให้เลือด,บริจาคเลือด
3076,ทำบุญให้โลหิตครับ,บริจาคเลือด
3077,ทำบุญให้โลหิตค่ะ,บริจาคเลือด
3078,ทำบุญให้โลหิตคับ,บริจาคเลือด
3079,ทำบุญให้โลหิตนะจ๊ะ,บริจาคเลือด
3080,ทำบุญให้โลหิตจ้า,บริจาคเลือด
3081,ทำบุญให้โลหิตจ๊ะ,บริจาคเลือด
3082,ทำบุญให้โลหิต,บริจาคเลือด
3083,ทำบุญให้เม็ดเลือดครับ,บริจาคเลือด
3084,ทำบุญให้เม็ดเลือดค่ะ,บริจาคเลือด
3085,ทำบุญให้เม็ดเลือดคับ,บริจาคเลือด
3086,ทำบุญให้เม็ดเลือดนะจ๊ะ,บริจาคเลือด
3087,ทำบุญให้เม็ดเลือดจ้า,บริจาคเลือด
3088,ทำบุญให้เม็ดเลือดจ๊ะ,บริจาคเลือด
3089,ทำบุญให้เม็ดเลือด,บริจาคเลือด
3090,ทำบุญให้เม็ดโลหิตครับ,บริจาคเลือด
3091,ทำบุญให้เม็ดโลหิตค่ะ,บริจาคเลือด
3092,ทำบุญให้เม็ดโลหิตคับ,บริจาคเลือด
3093,ทำบุญให้เม็ดโลหิตนะจ๊ะ,บริจาคเลือด
3094,ทำบุญให้เม็ดโลหิตจ้า,บริจาคเลือด
3095,ทำบุญให้เม็ดโลหิตจ๊ะ,บริจาคเลือด
3096,ทำบุญให้เม็ดโลหิต,บริจาคเลือด
3097,ทำบุญให้เกล็ดเลือดครับ,บริจาคเลือด
3098,ทำบุญให้เกล็ดเลือดค่ะ,บริจาคเลือด
3099,ทำบุญให้เกล็ดเลือดคับ,บริจาคเลือด
3100,ทำบุญให้เกล็ดเลือดนะจ๊ะ,บริจาคเลือด
3101,ทำบุญให้เกล็ดเลือดจ้า,บริจาคเลือด
3102,ทำบุญให้เกล็ดเลือดจ๊ะ,บริจาคเลือด
3103,ทำบุญให้เกล็ดเลือด,บริจาคเลือด
3104,ทำบุญให้เกล็ดโลหิตครับ,บริจาคเลือด
3105,ทำบุญให้เกล็ดโลหิตค่ะ,บริจาคเลือด
3106,ทำบุญให้เกล็ดโลหิตคับ,บริจาคเลือด
3107,ทำบุญให้เกล็ดโลหิตนะจ๊ะ,บริจาคเลือด
3108,ทำบุญให้เกล็ดโลหิตจ้า,บริจาคเลือด
3109,ทำบุญให้เกล็ดโลหิตจ๊ะ,บริจาคเลือด
3110,ทำบุญให้เกล็ดโลหิต,บริจาคเลือด
3111,ทำบุญให้เม็ดเลือดแดงครับ,บริจาคเลือด
3112,ทำบุญให้เม็ดเลือดแดงค่ะ,บริจาคเลือด
3113,ทำบุญให้เม็ดเลือดแดงคับ,บริจาคเลือด
3114,ทำบุญให้เม็ดเลือดแดงนะจ๊ะ,บริจาคเลือด
3115,ทำบุญให้เม็ดเลือดแดงจ้า,บริจาคเลือด
3116,ทำบุญให้เม็ดเลือดแดงจ๊ะ,บริจาคเลือด
3117,ทำบุญให้เม็ดเลือดแดง,บริจาคเลือด
3118,ทำบุญให้เม็ดโลหิตครับ,บริจาคเลือด
3119,ทำบุญให้เม็ดโลหิตค่ะ,บริจาคเลือด
3120,ทำบุญให้เม็ดโลหิตคับ,บริจาคเลือด
3121,ทำบุญให้เม็ดโลหิตนะจ๊ะ,บริจาคเลือด
3122,ทำบุญให้เม็ดโลหิตจ้า,บริจาคเลือด
3123,ทำบุญให้เม็ดโลหิตจ๊ะ,บริจาคเลือด
3124,ทำบุญให้เม็ดโลหิต,บริจาคเลือด
3125,ทำบุญให้พลาสมาครับ,บริจาคเลือด
3126,ทำบุญให้พลาสมาค่ะ,บริจาคเลือด
3127,ทำบุญให้พลาสมาคับ,บริจาคเลือด
3128,ทำบุญให้พลาสมานะจ๊ะ,บริจาคเลือด
3129,ทำบุญให้พลาสมาจ้า,บริจาคเลือด
3130,ทำบุญให้พลาสมาจ๊ะ,บริจาคเลือด
3131,ทำบุญให้พลาสมา,บริจาคเลือด
3132,ทำบุญให้น้ำพลาสมาครับ,บริจาคเลือด
3133,ทำบุญให้น้ำพลาสมาค่ะ,บริจาคเลือด
3134,ทำบุญให้น้ำพลาสมาคับ,บริจาคเลือด
3135,ทำบุญให้น้ำพลาสมานะจ๊ะ,บริจาคเลือด
3136,ทำบุญให้น้ำพลาสมาจ้า,บริจาคเลือด
3137,ทำบุญให้น้ำพลาสมาจ๊ะ,บริจาคเลือด
3138,ทำบุญให้น้ำพลาสมา,บริจาคเลือด
3139,ทำบุญให้น้ำโลหิตครับ,บริจาคเลือด
3140,ทำบุญให้น้ำโลหิตค่ะ,บริจาคเลือด
3141,ทำบุญให้น้ำโลหิตคับ,บริจาคเลือด
3142,ทำบุญให้น้ำโลหิตนะจ๊ะ,บริจาคเลือด
3143,ทำบุญให้น้ำโลหิตจ้า,บริจาคเลือด
3144,ทำบุญให้น้ำโลหิตจ๊ะ,บริจาคเลือด
3145,ทำบุญให้น้ำโลหิต,บริจาคเลือด
3146,ทำบุญให้น้ำเลือดครับ,บริจาคเลือด
3147,ทำบุญให้น้ำเลือดค่ะ,บริจาคเลือด
3148,ทำบุญให้น้ำเลือดคับ,บริจาคเลือด
3149,ทำบุญให้น้ำเลือดนะจ๊ะ,บริจาคเลือด
3150,ทำบุญให้น้ำเลือดจ้า,บริจาคเลือด
3151,ทำบุญให้น้ำเลือดจ๊ะ,บริจาคเลือด
3152,ทำบุญให้น้ำเลือด,บริจาคเลือด
3153,ทำบุญให้เลือดแดงครับ,บริจาคเลือด
3154,ทำบุญให้เลือดแดงค่ะ,บริจาคเลือด
3155,ทำบุญให้เลือดแดงคับ,บริจาคเลือด
3156,ทำบุญให้เลือดแดงนะจ๊ะ,บริจาคเลือด
3157,ทำบุญให้เลือดแดงจ้า,บริจาคเลือด
3158,ทำบุญให้เลือดแดงจ๊ะ,บริจาคเลือด
3159,ทำบุญให้เลือดแดง,บริจาคเลือด
3160,ทำบุญให้เลือดโลหิตครับ,บริจาคเลือด
3161,ทำบุญให้เลือดโลหิตค่ะ,บริจาคเลือด
3162,ทำบุญให้เลือดโลหิตคับ,บริจาคเลือด
3163,ทำบุญให้เลือดโลหิตนะจ๊ะ,บริจาคเลือด
3164,ทำบุญให้เลือดโลหิตจ้า,บริจาคเลือด
3165,ทำบุญให้เลือดโลหิตจ๊ะ,บริจาคเลือด
3166,ทำบุญให้เลือดโลหิต,บริจาคเลือด
3167,ทำบุญให้เกล็ดพลาสมาครับ,บริจาคเลือด
3168,ทำบุญให้เกล็ดพลาสมาค่ะ,บริจาคเลือด
3169,ทำบุญให้เกล็ดพลาสมาคับ,บริจาคเลือด
3170,ทำบุญให้เกล็ดพลาสมานะจ๊ะ,บริจาคเลือด
3171,ทำบุญให้เกล็ดพลาสมาจ้า,บริจาคเลือด
3172,ทำบุญให้เกล็ดพลาสมาจ๊ะ,บริจาคเลือด
3173,ทำบุญให้เกล็ดพลาสมา,บริจาคเลือด
3174,ทำบุญให้เลือดพลาสมาครับ,บริจาคเลือด
3175,ทำบุญให้เลือดพลาสมาค่ะ,บริจาคเลือด
3176,ทำบุญให้เลือดพลาสมาคับ,บริจาคเลือด
3177,ทำบุญให้เลือดพลาสมานะจ๊ะ,บริจาคเลือด
3178,ทำบุญให้เลือดพลาสมาจ้า,บริจาคเลือด
3179,ทำบุญให้เลือดพลาสมาจ๊ะ,บริจาคเลือด
3180,ทำบุญให้เลือดพลาสมา,บริจาคเลือด
3181,แจกเลือดครับ,บริจาคเลือด
3182,แจกเลือดค่ะ,บริจาคเลือด
3183,แจกเลือดคับ,บริจาคเลือด
3184,แจกเลือดนะจ๊ะ,บริจาคเลือด
3185,แจกเลือดจ้า,บริจาคเลือด
3186,แจกเลือดจ๊ะ,บริจาคเลือด
3187,แจกเลือด,บริจาคเลือด
3188,แจกโลหิตครับ,บริจาคเลือด
3189,แจกโลหิตค่ะ,บริจาคเลือด
3190,แจกโลหิตคับ,บริจาคเลือด
3191,แจกโลหิตนะจ๊ะ,บริจาคเลือด
3192,แจกโลหิตจ้า,บริจาคเลือด
3193,แจกโลหิตจ๊ะ,บริจาคเลือด
3194,แจกโลหิต,บริจาคเลือด
3195,แจกเม็ดเลือดครับ,บริจาคเลือด
3196,แจกเม็ดเลือดค่ะ,บริจาคเลือด
3197,แจกเม็ดเลือดคับ,บริจาคเลือด
3198,แจกเม็ดเลือดนะจ๊ะ,บริจาคเลือด
3199,แจกเม็ดเลือดจ้า,บริจาคเลือด
3200,แจกเม็ดเลือดจ๊ะ,บริจาคเลือด
3201,แจกเม็ดเลือด,บริจาคเลือด
3202,แจกเม็ดโลหิตครับ,บริจาคเลือด
3203,แจกเม็ดโลหิตค่ะ,บริจาคเลือด
3204,แจกเม็ดโลหิตคับ,บริจาคเลือด
3205,แจกเม็ดโลหิตนะจ๊ะ,บริจาคเลือด
3206,แจกเม็ดโลหิตจ้า,บริจาคเลือด
3207,แจกเม็ดโลหิตจ๊ะ,บริจาคเลือด
3208,แจกเม็ดโลหิต,บริจาคเลือด
3209,แจกเกล็ดเลือดครับ,บริจาคเลือด
3210,แจกเกล็ดเลือดค่ะ,บริจาคเลือด
3211,แจกเกล็ดเลือดคับ,บริจาคเลือด
3212,แจกเกล็ดเลือดนะจ๊ะ,บริจาคเลือด
3213,แจกเกล็ดเลือดจ้า,บริจาคเลือด
3214,แจกเกล็ดเลือดจ๊ะ,บริจาคเลือด
3215,แจกเกล็ดเลือด,บริจาคเลือด
3216,แจกเกล็ดโลหิตครับ,บริจาคเลือด
3217,แจกเกล็ดโลหิตค่ะ,บริจาคเลือด
3218,แจกเกล็ดโลหิตคับ,บริจาคเลือด
3219,แจกเกล็ดโลหิตนะจ๊ะ,บริจาคเลือด
3220,แจกเกล็ดโลหิตจ้า,บริจาคเลือด
3221,แจกเกล็ดโลหิตจ๊ะ,บริจาคเลือด
3222,แจกเกล็ดโลหิต,บริจาคเลือด
3223,แจกเม็ดเลือดแดงครับ,บริจาคเลือด
3224,แจกเม็ดเลือดแดงค่ะ,บริจาคเลือด
3225,แจกเม็ดเลือดแดงคับ,บริจาคเลือด
3226,แจกเม็ดเลือดแดงนะจ๊ะ,บริจาคเลือด
3227,แจกเม็ดเลือดแดงจ้า,บริจาคเลือด
3228,แจกเม็ดเลือดแดงจ๊ะ,บริจาคเลือด
3229,แจกเม็ดเลือดแดง,บริจาคเลือด
3230,แจกเม็ดโลหิตครับ,บริจาคเลือด
3231,แจกเม็ดโลหิตค่ะ,บริจาคเลือด
3232,แจกเม็ดโลหิตคับ,บริจาคเลือด
3233,แจกเม็ดโลหิตนะจ๊ะ,บริจาคเลือด
3234,แจกเม็ดโลหิตจ้า,บริจาคเลือด
3235,แจกเม็ดโลหิตจ๊ะ,บริจาคเลือด
3236,แจกเม็ดโลหิต,บริจาคเลือด
3237,แจกพลาสมาครับ,บริจาคเลือด
3238,แจกพลาสมาค่ะ,บริจาคเลือด
3239,แจกพลาสมาคับ,บริจาคเลือด
3240,แจกพลาสมานะจ๊ะ,บริจาคเลือด
3241,แจกพลาสมาจ้า,บริจาคเลือด
3242,แจกพลาสมาจ๊ะ,บริจาคเลือด
3243,แจกพลาสมา,บริจาคเลือด
3244,แจกน้ำพลาสมาครับ,บริจาคเลือด
3245,แจกน้ำพลาสมาค่ะ,บริจาคเลือด
3246,แจกน้ำพลาสมาคับ,บริจาคเลือด
3247,แจกน้ำพลาสมานะจ๊ะ,บริจาคเลือด
3248,แจกน้ำพลาสมาจ้า,บริจาคเลือด
3249,แจกน้ำพลาสมาจ๊ะ,บริจาคเลือด
3250,แจกน้ำพลาสมา,บริจาคเลือด
3251,แจกน้ำโลหิตครับ,บริจาคเลือด
3252,แจกน้ำโลหิตค่ะ,บริจาคเลือด
3253,แจกน้ำโลหิตคับ,บริจาคเลือด
3254,แจกน้ำโลหิตนะจ๊ะ,บริจาคเลือด
3255,แจกน้ำโลหิตจ้า,บริจาคเลือด
3256,แจกน้ำโลหิตจ๊ะ,บริจาคเลือด
3257,แจกน้ำโลหิต,บริจาคเลือด
